,Gender,Victim_Race,Victim_Age,Incident_Month,Inc_YR,Week_day,Precipitating_event,Victim_Offender_Relationship_1,date,County
8154,Male,Black,20,10.0,2021.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Friend,2021-10-31 00:00:00,San Diego County
8155,Male,Hispanic,45,2.0,2021.0,Value not reported,"Other not specified (kidnapping, murder for hire)",Stranger,2021-02-05 00:00:00,San Diego County
8156,Male,White,52,5.0,2021.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-05-07 00:00:00,San Diego County
8157,Male,Hispanic,25,6.0,2021.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-06-07 00:00:00,San Diego County
8158,Male,Black,31,11.0,2021.0,Value not reported,"Gang killing(s) (street gangs, motorcycle gangs)",Friend,2021-11-10 00:00:00,San Diego County
8159,Male,Hispanic,20,12.0,2021.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Brother,2021-12-26 00:00:00,San Diego County
8160,Male,Black,56,1.0,2021.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-01-14 00:00:00,San Diego County
8161,Male,Hispanic,32,1.0,2021.0,Value not reported,"Gang killing(s) (street gangs, motorcycle gangs)",Unable to determine relationship,2021-01-21 00:00:00,San Diego County
8162,Male,Black,42,1.0,2021.0,Value not reported,"Gang killing(s) (street gangs, motorcycle gangs)",Unable to determine relationship,2021-01-27 00:00:00,San Diego County
8163,Male,Hispanic,18,1.0,2021.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Stranger,2021-01-31 00:00:00,San Diego County
8164,Male,Hispanic,30,2.0,2021.0,Value not reported,Lovers triangle,Acquaintance,2021-02-01 00:00:00,San Diego County
8165,Male,Black,56,2.0,2021.0,Value not reported,"Gang killing(s) (street gangs, motorcycle gangs)",Unable to determine relationship,2021-02-26 00:00:00,San Diego County
8166,Male,Hispanic,25,2.0,2021.0,Value not reported,Other arguments (revenge),Stranger,2021-02-27 00:00:00,San Diego County
8167,Female,Hispanic,43,4.0,2021.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Mother,2021-04-01 00:00:00,San Diego County
8168,Male,Hispanic,38,4.0,2021.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Acquaintance,2021-04-01 00:00:00,San Diego County
8169,Male,Black,44,4.0,2021.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Stranger,2021-04-02 00:00:00,San Diego County
8170,Male,White,28,4.0,2021.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Stranger,2021-04-22 00:00:00,San Diego County
8171,Male,Black,59,5.0,2021.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-05-09 00:00:00,San Diego County
8172,Female,White,44,5.0,2021.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-05-09 00:00:00,San Diego County
8173,Male,Black,20,5.0,2021.0,Value not reported,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2021-05-16 00:00:00,San Diego County
8174,Male,Hispanic,40,5.0,2021.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-05-21 00:00:00,San Diego County
8175,Male,White,87,6.0,2021.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-06-04 00:00:00,San Diego County
8176,Male,Black,32,6.0,2021.0,Value not reported,Domestic Violence (1992) (Revised June 2023), Boyfriend/Ex-Boyfriend,2021-06-09 00:00:00,San Diego County
8177,Male,Black,28,6.0,2021.0,Value not reported,"Gang killing(s) (street gangs, motorcycle gangs)",Unable to determine relationship,2021-06-17 00:00:00,San Diego County
8178,Male,Hispanic,47,6.0,2021.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains), Boyfriend/Ex-Boyfriend,2021-06-18 00:00:00,San Diego County
8179,Male,Hispanic,56,6.0,2021.0,Value not reported,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2021-06-20 00:00:00,San Diego County
8180,Female,Hispanic,64,6.0,2021.0,Value not reported,Other arguments (revenge),Mother,2021-06-24 00:00:00,San Diego County
8181,Male,White,33,6.0,2021.0,Value not reported,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2021-06-26 00:00:00,San Diego County
8182,Male,Black,33,6.0,2021.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-06-27 00:00:00,San Diego County
8183,Male,Hispanic,25,6.0,2021.0,Value not reported,"Gang killing(s) (street gangs, motorcycle gangs)",Unable to determine relationship,2021-06-29 00:00:00,San Diego County
8184,Male,Black,38,7.0,2021.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-07-08 00:00:00,San Diego County
8185,Male,Hispanic,25,7.0,2021.0,Value not reported,Other arguments (revenge),Stranger,2021-07-19 00:00:00,San Diego County
8186,Male,Hispanic,19,7.0,2021.0,Value not reported,"Other not specified (kidnapping, murder for hire)",Stranger,2021-07-19 00:00:00,San Diego County
8187,Male,Black,23,7.0,2021.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-07-21 00:00:00,San Diego County
8188,Male,Hispanic,64,7.0,2021.0,Value not reported,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2021-07-22 00:00:00,San Diego County
8189,Male,Hispanic,38,7.0,2021.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-07-26 00:00:00,San Diego County
8190,Male,Black,21,8.0,2021.0,Value not reported,"Gang killing(s) (street gangs, motorcycle gangs)",Unable to determine relationship,2021-08-07 00:00:00,San Diego County
8191,Male,White,22,8.0,2021.0,Value not reported,"Other not specified (kidnapping, murder for hire)",Brother,2021-08-09 00:00:00,San Diego County
8192,Male,Black,51,8.0,2021.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-08-30 00:00:00,San Diego County
8193,Female,Hispanic,19,9.0,2021.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Acquaintance,2021-09-10 00:00:00,San Diego County
8194,Male,Black,40,9.0,2021.0,Value not reported,"Gang killing(s) (street gangs, motorcycle gangs)",Stranger,2021-09-12 00:00:00,San Diego County
8195,Male,Black,24,9.0,2021.0,Value not reported,"Gang killing(s) (street gangs, motorcycle gangs)",Stranger,2021-09-22 00:00:00,San Diego County
8196,Male,Black,16,9.0,2021.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-09-21 00:00:00,San Diego County
8197,Male,Hispanic,43,10.0,2021.0,Value not reported,Other arguments (revenge),Stranger,2021-10-02 00:00:00,San Diego County
8198,Male,Black,59,10.0,2021.0,Value not reported,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2021-10-19 00:00:00,San Diego County
8199,Female,Other Asian,28,10.0,2021.0,Value not reported,Lovers triangle,Ex-wife,2021-10-21 00:00:00,San Diego County
8200,Male,Hispanic,29,10.0,2021.0,Value not reported,Domestic Violence (1992) (Revised June 2023),Unable to determine relationship,2021-10-21 00:00:00,San Diego County
8201,Male,Black,36,10.0,2021.0,Value not reported,Other arguments (revenge),Acquaintance,2021-10-22 00:00:00,San Diego County
8202,Male,Black,50,10.0,2021.0,Value not reported,Other arguments (revenge),Friend,2021-10-27 00:00:00,San Diego County
8203,Male,White,60,10.0,2021.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-10-27 00:00:00,San Diego County
8204,Female,White,One week to 12 months,11.0,2021.0,Value not reported,Child abuse,Daughter,2021-11-09 00:00:00,San Diego County
8205,Male,Hispanic,12,11.0,2021.0,Value not reported,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2021-11-25 00:00:00,San Diego County
8206,Male,Black,59,12.0,2021.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-12-21 00:00:00,San Diego County
8207,Male,Hispanic,40,11.0,2021.0,Value not reported,Other arguments (revenge),Unable to determine relationship,2021-11-25 00:00:00,San Diego County
8208,Female,Hispanic,43,4.0,2021.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Acquaintance,2021-04-19 00:00:00,San Diego County
8209,Male,White,60,8.0,2021.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-08-18 00:00:00,San Diego County
8210,Male,Other Asian,One week to 12 months,8.0,2021.0,Value not reported,Child abuse,Other known to Victim,2021-08-18 00:00:00,San Diego County
8211,Male,White,2,9.0,2021.0,Value not reported,"Other not specified (kidnapping, murder for hire)",Son,2021-09-25 00:00:00,San Diego County
8212,Female,White,68,6.0,2021.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-06-08 00:00:00,San Diego County
8213,Male,White,20,8.0,2021.0,Value not reported,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2021-08-15 00:00:00,San Diego County
8214,Male,Hispanic,40,11.0,2021.0,Value not reported,"Gang killing(s) (street gangs, motorcycle gangs)",Unable to determine relationship,2021-11-17 00:00:00,San Diego County
8215,Male,Hispanic,42,12.0,2021.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-12-26 00:00:00,San Diego County
8216,Female,Filipino,30,4.0,2021.0,Value not reported,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2021-04-16 00:00:00,San Diego County
8217,Male,White,29,7.0,2021.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2021-07-12 00:00:00,San Diego County
8218,Male,White,59,1.0,2022.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2022-01-23 00:00:00,San Diego County
8219,Female,White,79,1.0,2022.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Mother,2022-01-24 00:00:00,San Diego County
8220,Female,Filipino,29,1.0,2022.0,Value not reported,Other arguments (revenge),Unable to determine relationship,2022-01-27 00:00:00,San Diego County
8221,Male,Black,32,2.0,2022.0,Value not reported,Argument over money or property (revenge over money or property),Brother,2022-02-11 00:00:00,San Diego County
8222,Male,White,56,3.0,2022.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Stranger,2022-03-12 00:00:00,San Diego County
8223,Male,White,34,4.0,2022.0,Value not reported,"Other not specified (kidnapping, murder for hire)",Friend,2022-04-03 00:00:00,San Diego County
8224,Female,White,87,5.0,2022.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Mother,2022-05-19 00:00:00,San Diego County
8225,Male,Filipino,79,6.0,2022.0,Value not reported,Other arguments (revenge),In-law,2022-06-26 00:00:00,San Diego County
8226,Male,Filipino,45,6.0,2022.0,Value not reported,Other arguments (revenge),Unable to determine relationship,2022-06-26 00:00:00,San Diego County
8227,Male,Hispanic,59,8.0,2022.0,Value not reported,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2022-08-04 00:00:00,San Diego County
8228,Male,Black,32,8.0,2022.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2022-08-16 00:00:00,San Diego County
8229,Female,White,11,8.0,2022.0,Value not reported,Child abuse,Daughter,2022-08-30 00:00:00,San Diego County
8230,Male,Hispanic,39,9.0,2022.0,Value not reported,"Other not specified (kidnapping, murder for hire)",Stranger,2022-09-11 00:00:00,San Diego County
8231,Male,White,52,10.0,2022.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2022-10-05 00:00:00,San Diego County
8232,Male,White,60,10.0,2022.0,Value not reported,Other arguments (revenge),Stranger,2022-10-20 00:00:00,San Diego County
8233,Male,Hispanic,21,11.0,2022.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2022-11-07 00:00:00,San Diego County
8234,Male,White,35,12.0,2022.0,Value not reported,"Other not specified (kidnapping, murder for hire)",Acquaintance,2022-12-29 00:00:00,San Diego County
8235,Female,White,60,12.0,2022.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains), Girlfriend/Ex-Girlfriend,2022-12-30 00:00:00,San Diego County
8236,Female,White,59,12.0,2022.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2022-12-30 00:00:00,San Diego County
8237,Female,Hispanic,62,2.0,2022.0,Value not reported,Other arguments (revenge),Unable to determine relationship,2022-02-22 00:00:00,San Diego County
8238,Female,Hispanic,51,2.0,2022.0,Value not reported,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2022-02-02 00:00:00,San Diego County
8239,Male,Hispanic,57,7.0,2022.0,Value not reported,"Other not specified (kidnapping, murder for hire)",Acquaintance,2022-07-09 00:00:00,San Diego County
8240,Male,White,32,8.0,2022.0,Value not reported,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2022-08-21 00:00:00,San Diego County
8241,Male,Hispanic,22,8.0,2022.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2022-08-30 00:00:00,San Diego County
8242,Male,Hispanic,42,8.0,2022.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2022-08-30 00:00:00,San Diego County
8243,Male,Hispanic,38,10.0,2022.0,Value not reported,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2022-10-26 00:00:00,San Diego County
8244,Male,Hispanic,17,11.0,2022.0,Value not reported,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2022-11-12 00:00:00,San Diego County
8245,Male,White,71,8.0,2022.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Acquaintance,2022-08-10 00:00:00,San Diego County
8246,Male,Hispanic,16,12.0,2022.0,Value not reported,"Gang killing(s) (street gangs, motorcycle gangs)",Unable to determine relationship,2022-12-11 00:00:00,San Diego County
8247,Male,Hispanic,45,1.0,2022.0,Value not reported,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2022-01-30 00:00:00,San Diego County
8248,Male,Hispanic,19,9.0,2022.0,Value not reported,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2022-09-01 00:00:00,San Diego County
8249,Male,Black,44,8.0,2022.0,Value not reported,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2022-08-12 00:00:00,San Diego County
8250,Male,Filipino,42,4.0,2022.0,Value not reported,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2022-04-28 00:00:00,San Diego County
8251,Male,Black,28,5.0,2022.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2022-05-14 00:00:00,San Diego County
8252,Male,Hispanic,52,6.0,2022.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Stranger,2022-06-04 00:00:00,San Diego County
8253,Male,Hispanic,16,7.0,2022.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Stranger,2022-07-20 00:00:00,San Diego County
8254,Male,White,69,8.0,2022.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Acquaintance,2022-08-15 00:00:00,San Diego County
8255,Male,Hispanic,18,10.0,2022.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2022-10-28 00:00:00,San Diego County
8256,Female,White,16,10.0,2022.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2022-10-28 00:00:00,San Diego County
8257,Male,Black,20,1.0,2022.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2022-01-05 00:00:00,San Diego County
8258,Male,Hispanic,26,3.0,2022.0,Value not reported,"Other not specified (kidnapping, murder for hire)", Boyfriend/Ex-Boyfriend,2022-03-20 00:00:00,San Diego County
8259,Female,Hispanic,23,6.0,2022.0,Value not reported,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2022-06-04 00:00:00,San Diego County
8260,Male,Hispanic,27,6.0,2022.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2022-06-09 00:00:00,San Diego County
8261,Male,White,39,8.0,2022.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2022-08-31 00:00:00,San Diego County
8262,Male,White,16,10.0,2022.0,Value not reported,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2022-10-18 00:00:00,San Diego County
8263,Male,Hispanic,29,12.0,2022.0,Value not reported,"Gang killing(s) (street gangs, motorcycle gangs)",Unable to determine relationship,2022-12-09 00:00:00,San Diego County
8264,Male,White,37,12.0,2022.0,Value not reported,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2022-12-26 00:00:00,San Diego County
8265,Male,White,68,1.0,2022.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2022-01-01 00:00:00,San Diego County
8266,Male,Hispanic,27,1.0,2022.0,Value not reported,"Other not specified (kidnapping, murder for hire)",Acquaintance,2022-01-01 00:00:00,San Diego County
8267,Female,Hispanic,22,1.0,2022.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2022-01-16 00:00:00,San Diego County
8268,Male,Hispanic,14,1.0,2022.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2022-01-31 00:00:00,San Diego County
8269,Male,Black,29,2.0,2022.0,Value not reported,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2022-02-02 00:00:00,San Diego County
8270,Male,White,57,2.0,2022.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2022-02-08 00:00:00,San Diego County
8271,Male,Hispanic,36,2.0,2022.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2022-02-13 00:00:00,San Diego County
8272,Male,Black,27,2.0,2022.0,Value not reported,"Gang killing(s) (street gangs, motorcycle gangs)",Unable to determine relationship,2022-02-15 00:00:00,San Diego County
8273,Male,White,86,2.0,2022.0,Value not reported,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2022-02-18 00:00:00,San Diego County
8274,Male,White,37,2.0,2022.0,Value not reported,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2022-02-19 00:00:00,San Diego County
8275,Male,Hispanic,30,2.0,2022.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2022-02-20 00:00:00,San Diego County
8276,Male,Other,23,3.0,2022.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2022-03-26 00:00:00,San Diego County
8277,Male,Hispanic,30,4.0,2022.0,Value not reported,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2022-04-05 00:00:00,San Diego County
8278,Male,Black,35,4.0,2022.0,Value not reported,"Other not specified (kidnapping, murder for hire)",Stranger,2022-04-21 00:00:00,San Diego County
8279,Female,White,87,4.0,2022.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Acquaintance,2022-04-22 00:00:00,San Diego County
8280,Male,Black,31,4.0,2022.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2022-04-30 00:00:00,San Diego County
8281,Male,Black,28,4.0,2022.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2022-04-30 00:00:00,San Diego County
8282,Male,White,67,5.0,2022.0,Value not reported,"Other not specified (kidnapping, murder for hire)",Acquaintance,2022-05-02 00:00:00,San Diego County
8283,Male,Hispanic,79,5.0,2022.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Stranger,2022-05-03 00:00:00,San Diego County
8284,Male,Black,36,5.0,2022.0,Value not reported,Other arguments (revenge),Stranger,2022-05-08 00:00:00,San Diego County
8285,Male,Black,34,5.0,2022.0,Value not reported,Other arguments (revenge),Unable to determine relationship,2022-05-08 00:00:00,San Diego County
8286,Female,Cambodian,31,5.0,2022.0,Value not reported,"Other not specified (kidnapping, murder for hire)",Acquaintance,2022-05-14 00:00:00,San Diego County
8287,Male,Black,52,5.0,2022.0,Value not reported,"Other not specified (kidnapping, murder for hire)",Acquaintance,2022-05-16 00:00:00,San Diego County
8288,Female,White,83,5.0,2022.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Common-law wife,2022-05-16 00:00:00,San Diego County
8289,Female,Hispanic,78,5.0,2022.0,Value not reported,"Other not specified (kidnapping, murder for hire)",Stranger,2022-05-24 00:00:00,San Diego County
8290,Male,Black,25,6.0,2022.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2022-06-13 00:00:00,San Diego County
8291,Female,Other,45,6.0,2022.0,Value not reported,Domestic Violence (1992) (Revised June 2023), Girlfriend/Ex-Girlfriend,2022-06-15 00:00:00,San Diego County
8292,Male,White,88,6.0,2022.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2022-06-15 00:00:00,San Diego County
8293,Male,Black,60,6.0,2022.0,Value not reported,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2022-06-19 00:00:00,San Diego County
8294,Male,Black,18,6.0,2022.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2022-06-25 00:00:00,San Diego County
8295,Female,White,29,6.0,2022.0,Value not reported,Other arguments (revenge),Acquaintance,2022-06-27 00:00:00,San Diego County
8296,Male,Hispanic,14,7.0,2022.0,Value not reported,"Gang killing(s) (street gangs, motorcycle gangs)",Unable to determine relationship,2022-07-10 00:00:00,San Diego County
8297,Female,Other,20,7.0,2022.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Acquaintance,2022-07-11 00:00:00,San Diego County
8298,Male,Hispanic,26,7.0,2022.0,Value not reported,"Other not specified (kidnapping, murder for hire)",Stranger,2022-07-17 00:00:00,San Diego County
8299,Male,Hispanic,41,7.0,2022.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2022-07-24 00:00:00,San Diego County
8300,Male,Black,27,8.0,2022.0,Value not reported,"Gang killing(s) (street gangs, motorcycle gangs)","Gang member (Beginning,1992)",2022-08-12 00:00:00,San Diego County
8301,Male,Black,30,8.0,2022.0,Value not reported,"Other not specified (kidnapping, murder for hire)",Acquaintance,2022-08-22 00:00:00,San Diego County
8302,Male,Hispanic,39,9.0,2022.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2022-09-05 00:00:00,San Diego County
8303,Female,Hispanic,63,9.0,2022.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Mother,2022-09-13 00:00:00,San Diego County
8304,Female,Black,20,9.0,2022.0,Value not reported,Domestic Violence (1992) (Revised June 2023),Unable to determine relationship,2022-09-14 00:00:00,San Diego County
8305,Male,Hispanic,33,9.0,2022.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2022-09-23 00:00:00,San Diego County
8306,Male,Hispanic,18,10.0,2022.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Stranger,2022-10-05 00:00:00,San Diego County
8307,Male,Hispanic,55,10.0,2022.0,Value not reported,Argument over money or property (revenge over money or property),Acquaintance,2022-10-03 00:00:00,San Diego County
8308,Male,Black,47,10.0,2022.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2022-10-16 00:00:00,San Diego County
8309,Female,Hispanic,One week to 12 months,10.0,2022.0,Value not reported,Child abuse,Unable to determine relationship,2022-10-16 00:00:00,San Diego County
8310,Female,Hispanic,16,10.0,2022.0,Value not reported,Domestic Violence (1992) (Revised June 2023),Unable to determine relationship,2022-10-28 00:00:00,San Diego County
8311,Male,Hispanic,33,11.0,2022.0,Value not reported,"Other not specified (kidnapping, murder for hire)",Acquaintance,2022-11-14 00:00:00,San Diego County
8312,Unknown,Other,50,11.0,2022.0,Value not reported,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2022-11-14 00:00:00,San Diego County
8313,Female,White,27,10.0,2022.0,Value not reported,Domestic Violence (1992) (Revised June 2023),Unable to determine relationship,2022-10-05 00:00:00,San Diego County
8314,Male,Hispanic,31,12.0,2022.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Brother,2022-12-11 00:00:00,San Diego County
8315,Male,White,87,8.0,2022.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Acquaintance,2022-08-02 00:00:00,San Diego County
8316,Male,Black,62,10.0,2022.0,Value not reported,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2022-10-22 00:00:00,San Diego County
8317,Male,Other,62,12.0,2022.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Acquaintance,2022-12-19 00:00:00,San Diego County
8318,Female,Hispanic,30,10.0,2022.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2022-10-12 00:00:00,San Diego County
8319,Female,White,78,3.0,2022.0,Value not reported,All instances where facts provided do not permit determination of circumstances (skeletal remains),Acquaintance,2022-03-15 00:00:00,San Diego County
8320,Male,Hispanic,15,6.0,2022.0,Value not reported,"Other not specified (kidnapping, murder for hire)",Acquaintance,2022-06-11 00:00:00,San Diego County
8321,Male,Hispanic,38,9.0,2022.0,Value not reported,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2022-09-11 00:00:00,San Diego County
8322,Male,White,51,9.0,2022.0,Value not reported,"Other not specified (kidnapping, murder for hire)",Acquaintance,2022-09-12 00:00:00,San Diego County
8323,Male,White,36,1.0,2022.0,Value not reported,"Other not specified (kidnapping, murder for hire)",Unable to determine relationship,2022-01-21 00:00:00,San Diego County
8324,Male,White,35,1.0,2018.0,Sunday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-01-14 00:00:00,San Francisco County
8325,Female,Other,65,1.0,2018.0,Friday,Other arguments (revenge),Mother,2018-01-12 00:00:00,San Francisco County
8326,Male,Hispanic,59,1.0,2018.0,Thursday,Other arguments (revenge),Other known to Victim,2018-01-11 00:00:00,San Francisco County
8327,Female,Other Asian,65,1.0,2018.0,Friday,Domestic Violence (1992) (Revised June 2023),Wife,2018-01-19 00:00:00,San Francisco County
8328,Male,Black,56,2.0,2018.0,Wednesday,Other arguments (revenge),Other known to Victim,2018-02-14 00:00:00,San Francisco County
8329,Male,Black,28,2.0,2018.0,Friday,Other arguments (revenge),Acquaintance,2018-02-16 00:00:00,San Francisco County
8330,Female,Other Asian,37,3.0,2018.0,Sunday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Wife,2018-03-25 00:00:00,San Francisco County
8331,Male,Hispanic,34,3.0,2018.0,Wednesday,Other arguments (revenge),Stranger,2018-03-28 00:00:00,San Francisco County
8332,Male,Other Asian,49,4.0,2018.0,Sunday,All instances where facts provided do not permit determination of circumstances (skeletal remains),Unable to determine relationship,2018-04-15 00:00:00,San Francisco County
8333,Male,Black,20,4.0,2018.0,Friday,Gambling,Unable to determine relationship,2018-04-20 00:00:00,San Francisco County
8334,Female,Hispanic,34,6.0,2018.0,Thursday,Domestic Violence (1992) (Revised June 2023),Wife,2018-06-07 00:00:00,San Francisco County
8335,Male,White,21,6.0,2018.0,Thursday,"Gang killing(s) (street gangs, motorcycle gangs)","Gang member (Beginning,1992)",2018-06-07 00:00:00,San Francisco County
